# Supplementary Table ST15. List of Pfam domain models in chromatin proteins.,,,,,,
Entry,SimChrom-SL,Total number of Pfam domains,Number of distinct Pfam models,pfamA_ids,Domain annotations,Distinct domain annotations
P41279,Histone PTM writers,1,1,Pkinase,"Histone phosphorylation, writer","Histone phosphorylation, writer"
P49841,Histone PTM writers,1,1,Pkinase,"Histone phosphorylation, writer","Histone phosphorylation, writer"
P0C6A0,Non-Housekeeping DNA-binding TFs,1,1,GATA,DNA binding,DNA binding
Q9UNL4,Histone PTM readers,1,1,ING,,
O95096,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
P0CJ89,Non-Housekeeping DNA-binding TFs,2,1,Homeodomain,DNA binding;DNA binding,DNA binding
Q9BPZ2,Histone PTM readers,3,1,Spin-Ssty,,
Q9BT49,Histone PTM readers,1,1,THAP,,
P10071,Non-Housekeeping DNA-binding TFs,2,1,zf-C2H2,DNA binding;DNA binding,DNA binding
P10070,Non-Housekeeping DNA-binding TFs,2,1,zf-C2H2,DNA binding;DNA binding,DNA binding
P0DV77,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
Q9C0A6,Histone PTM readers,1,1,SET,"Histone methylation, writer","Histone methylation, writer"
Q9H160,Histone PTM readers,1,1,ING,,
P0CJ90,Non-Housekeeping DNA-binding TFs,2,1,Homeodomain,DNA binding;DNA binding,DNA binding
P0CJ88,Non-Housekeeping DNA-binding TFs,2,1,Homeodomain,DNA binding;DNA binding,DNA binding
Q9UK53,Histone PTM readers,1,1,ING,,
P0CJ87,Non-Housekeeping DNA-binding TFs,2,1,Homeodomain,DNA binding;DNA binding,DNA binding
P0CJ86,Non-Housekeeping DNA-binding TFs,2,1,Homeodomain,DNA binding;DNA binding,DNA binding
P0CJ85,Non-Housekeeping DNA-binding TFs,2,1,Homeodomain,DNA binding;DNA binding,DNA binding
Q9HC52,Histone PTM readers,1,1,Chromo,"Histone methylation, reader","Histone methylation, reader"
P0CG40,Non-Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
P0CG31,Non-Housekeeping DNA-binding TFs,9,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q9NXR8,Histone PTM readers,1,1,ING,,
P0CG23,Non-Housekeeping DNA-binding TFs,5,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
O95231,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O95076,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
Q9HC98,Histone PTM writers,1,1,Pkinase,"Histone phosphorylation, writer","Histone phosphorylation, writer"
O15522,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O43623,Non-Housekeeping DNA-binding TFs,5,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
O43435,Non-Housekeeping DNA-binding TFs,1,1,T-box,,
O43364,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
Q4FZB7,Histone PTM writers,1,1,SET,"Histone methylation, writer","Histone methylation, writer"
Q5VTR2,Histone PTM writers,1,1,zf-C3HC4,,
Q86Y97,Histone PTM writers,1,1,SET,"Histone methylation, writer","Histone methylation, writer"
Q8IYW5,Histone PTM writers,1,1,Prok-RING_4,,
Q8TEK3,Histone PTM writers,1,1,DOT1,,
O15499,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O43680,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q8TF76,Histone PTM writers,1,1,Haspin_kinase,,
O15391,Non-Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
O15353,Non-Housekeeping DNA-binding TFs,1,1,Forkhead,,
Q96GD4,Histone PTM writers,1,1,Pkinase,"Histone phosphorylation, writer","Histone phosphorylation, writer"
O15266,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
Q96GX5,Histone PTM writers,2,1,Pkinase,"Histone phosphorylation, writer;Histone phosphorylation, writer","Histone phosphorylation, writer"
O15178,Non-Housekeeping DNA-binding TFs,1,1,T-box,,
O14813,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O43638,Non-Housekeeping DNA-binding TFs,1,1,Forkhead,,
O43711,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O94993,Non-Housekeeping DNA-binding TFs,1,1,HMG_box,DNA binding,DNA binding
O75123,Non-Housekeeping DNA-binding TFs,13,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
O94850,Non-Housekeeping DNA-binding TFs,1,1,Dendrin,,
O75603,Non-Housekeeping DNA-binding TFs,1,1,GCM,,
O75593,Non-Housekeeping DNA-binding TFs,1,1,Forkhead,,
P62877,Histone PTM writers,1,1,zf-rbx1,,
O75364,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O75362,Non-Housekeeping DNA-binding TFs,4,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
O75360,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O75333,Non-Housekeeping DNA-binding TFs,1,1,T-box,,
O60902,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O43763,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O60806,Non-Housekeeping DNA-binding TFs,1,1,T-box,,
O60682,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q00526,Histone PTM writers,1,1,Pkinase,"Histone phosphorylation, writer","Histone phosphorylation, writer"
O60548,Non-Housekeeping DNA-binding TFs,1,1,Forkhead,,
Q00535,Histone PTM writers,1,1,Pkinase,"Histone phosphorylation, writer","Histone phosphorylation, writer"
Q00537,Histone PTM writers,1,1,Pkinase,"Histone phosphorylation, writer","Histone phosphorylation, writer"
O60393,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
O43812,Non-Housekeeping DNA-binding TFs,2,1,Homeodomain,DNA binding;DNA binding,DNA binding
Q9UH92,Housekeeping DNA-binding TFs,1,1,HLH,,
Q9UEG4,Housekeeping DNA-binding TFs,14,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q96RL1,Histone PTM readers,1,1,RAP80_UIM,,
P17861,Housekeeping DNA-binding TFs,1,1,bZIP_2,,
Q70SY1,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
P15923,Housekeeping DNA-binding TFs,1,1,HLH,,
Q6ZR52,Housekeeping DNA-binding TFs,17,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P17020,Housekeeping DNA-binding TFs,15,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P17027,Housekeeping DNA-binding TFs,15,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q6U7Q0,Housekeeping DNA-binding TFs,7,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P17544,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
P17676,Housekeeping DNA-binding TFs,1,1,bZIP_2,,
P18847,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
P15822,Housekeeping DNA-binding TFs,4,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P18848,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
Q6N043,Housekeeping DNA-binding TFs,1,1,DUF4195,,
Q6IQ32,Housekeeping DNA-binding TFs,2,1,ADNP_N,,
Q6IQ21,Housekeeping DNA-binding TFs,8,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q6EKJ0,Housekeeping DNA-binding TFs,2,1,GTF2I,,
P18850,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
P19419,Housekeeping DNA-binding TFs,1,1,Ets,,
P22415,Housekeeping DNA-binding TFs,1,1,HLH,,
P15884,Housekeeping DNA-binding TFs,1,1,HLH,,
Q7Z7K2,Housekeeping DNA-binding TFs,11,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P25208,Housekeeping DNA-binding TFs,1,1,CBFD_NFYB_HMF,,
O95785,Housekeeping DNA-binding TFs,1,1,zf-WIZ,,
O60519,Housekeeping DNA-binding TFs,1,1,bZIP_2,,
Q8NAF0,Housekeeping DNA-binding TFs,7,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
O60675,Housekeeping DNA-binding TFs,1,1,bZIP_Maf,,
Q8N720,Housekeeping DNA-binding TFs,5,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q8N3J9,Housekeeping DNA-binding TFs,8,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
O75840,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q8N2I2,Housekeeping DNA-binding TFs,7,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q8N187,Housekeeping DNA-binding TFs,1,1,ALS2CR8,,
Q8IX15,Housekeeping DNA-binding TFs,1,1,Homez,,
P15408,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
P01100,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
P08047,Housekeeping DNA-binding TFs,2,1,zf-C2H2,DNA binding;DNA binding,DNA binding
P10075,Housekeeping DNA-binding TFs,7,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P10914,Housekeeping DNA-binding TFs,1,1,IRF,,
P11831,Housekeeping DNA-binding TFs,1,1,SRF-TF,,
Q86VE0,Housekeeping DNA-binding TFs,1,1,Myb_DNA-bind_5,,
P14316,Housekeeping DNA-binding TFs,1,1,IRF,,
Q86UP8,Housekeeping DNA-binding TFs,2,1,GTF2I,,
P23511,Housekeeping DNA-binding TFs,1,1,CBFB_NFYA,,
Q68DE3,Housekeeping DNA-binding TFs,1,1,HLH,,
Q8NDX6,Housekeeping DNA-binding TFs,2,1,zf-C2H2,DNA binding;DNA binding,DNA binding
Q13952,Housekeeping DNA-binding TFs,1,1,Histone,,
P53567,Housekeeping DNA-binding TFs,1,1,bZIP_2,,
Q14872,Housekeeping DNA-binding TFs,6,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P57682,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
P61244,Housekeeping DNA-binding TFs,1,1,HLH,,
P78347,Housekeeping DNA-binding TFs,6,1,GTF2I,,
Q14584,Housekeeping DNA-binding TFs,12,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q14582,Housekeeping DNA-binding TFs,1,1,HLH,,
Q14494,Housekeeping DNA-binding TFs,1,1,bZIP_Maf,,
Q13886,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q15072,Housekeeping DNA-binding TFs,10,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q00577,Housekeeping DNA-binding TFs,1,1,PurA,,
Q13129,Housekeeping DNA-binding TFs,1,1,zf-C2H2,DNA binding,DNA binding
Q13127,Housekeeping DNA-binding TFs,1,1,zf-C2H2,DNA binding,DNA binding
Q13118,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q02086,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q02447,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q12772,Housekeeping DNA-binding TFs,1,1,HLH,,
Q10586,Housekeeping DNA-binding TFs,1,1,bZIP_2,,
P53539,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
Q15365,Housekeeping DNA-binding TFs,3,1,KH_1,,
P28324,Housekeeping DNA-binding TFs,1,1,Ets,,
Q32MZ4,Housekeeping DNA-binding TFs,1,1,LRRFIP,,
Q63HK5,Housekeeping DNA-binding TFs,1,1,zf-C2H2_6,,
P31629,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
P32314,Housekeeping DNA-binding TFs,1,1,Forkhead,,
P36508,Housekeeping DNA-binding TFs,5,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P41162,Housekeeping DNA-binding TFs,1,1,Ets,,
P41970,Housekeeping DNA-binding TFs,1,1,Ets,,
P49711,Housekeeping DNA-binding TFs,7,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P49716,Housekeeping DNA-binding TFs,1,1,bZIP_2,,
P50539,Housekeeping DNA-binding TFs,1,1,HLH,,
Q15583,Housekeeping DNA-binding TFs,1,1,Homeobox_KN,,
P50548,Housekeeping DNA-binding TFs,1,1,Ets,,
P51522,Housekeeping DNA-binding TFs,14,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q16236,Housekeeping DNA-binding TFs,1,1,bZIP_Maf,,
Q15937,Housekeeping DNA-binding TFs,11,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P51858,Housekeeping DNA-binding TFs,1,1,PWWP,"Histone methylation, reader","Histone methylation, reader"
Q15853,Housekeeping DNA-binding TFs,1,1,HLH,,
P52741,Housekeeping DNA-binding TFs,9,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P52747,Housekeeping DNA-binding TFs,5,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q8NCA9,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
O60281,Housekeeping DNA-binding TFs,1,1,zf-C2H2,DNA binding,DNA binding
Q9H867,Histone modification,1,1,Methyltransf_16,,
P16402,Histones,1,1,Linker_histone,,
P07305,Histones,1,1,Linker_histone,,
P0C1H6,Histones,1,1,Histone,,
P0DPK2,Histones,1,1,Histone,,
P0DPK5,Histones,1,1,Histone,,
Q9H175,Housekeeping DNA-binding TFs,1,1,CSRNP_N,,
P10412,Histones,1,1,Linker_histone,,
P16401,Histones,1,1,Linker_histone,,
Q9GZN2,Housekeeping DNA-binding TFs,1,1,Homeobox_KN,,
P16403,Histones,1,1,Linker_histone,,
Q9H7X3,Housekeeping DNA-binding TFs,8,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P22492,Histones,1,1,Linker_histone,,
P23527,Histones,1,1,Histone,,
P33778,Histones,1,1,Histone,,
Q9BU19,Housekeeping DNA-binding TFs,4,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P49450,Histones,1,1,Histone,,
P57053,Histones,1,1,Histone,,
P58876,Histones,1,1,Histone,,
P62805,Histones,1,1,CENP-T_C,,
P06899,Histones,1,1,Histone,,
Q9H8N7,Housekeeping DNA-binding TFs,1,1,DUF4772,,
Q99941,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
Q9NS37,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
Q9P2Y4,Housekeeping DNA-binding TFs,6,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q9H8E8,Histone modification,1,1,Acetyltransf_1,,
Q9P0K8,Housekeeping DNA-binding TFs,1,1,Forkhead,,
Q9NRC8,Histone modification,1,1,SIR2,,
Q9P275,Histone modification,1,1,UCH,,
Q9NVV9,Housekeeping DNA-binding TFs,1,1,THAP,,
Q9Y6E7,Histone modification,1,1,SIR2,,
Q9NSD4,Housekeeping DNA-binding TFs,10,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P07339,Histone tail cleavage,1,1,Asp,,
O60814,Histones,1,1,Histone,,
P08246,Histone tail cleavage,1,1,Trypsin,,
P08311,Histone tail cleavage,1,1,Trypsin,,
P0C870,Histone tail cleavage,1,1,Cupin_8,,
P12544,Histone tail cleavage,1,1,Trypsin,,
P24158,Histone tail cleavage,1,1,Trypsin,,
Q8N371,Histone tail cleavage,1,1,Cupin_8,,
A0A2R8Y619,Histones,1,1,Histone,,
Q9HAP2,Housekeeping DNA-binding TFs,1,1,HLH,,
P62807,Histones,1,1,Histone,,
P68431,Histones,1,1,Histone,,
O43889,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
O00409,Housekeeping DNA-binding TFs,1,1,Forkhead,,
Q99877,Histones,1,1,Histone,,
Q99879,Histones,1,1,Histone,,
Q99880,Histones,1,1,Histone,,
Q96EK4,Housekeeping DNA-binding TFs,1,1,THAP,,
Q96DT7,Housekeeping DNA-binding TFs,1,1,BTB,Dimerization/oligomerization,Dimerization/oligomerization
O00287,Housekeeping DNA-binding TFs,1,1,RFXA_RFXANK_bdg,,
Q92618,Housekeeping DNA-binding TFs,5,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q8WYK2,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
O14593,Housekeeping DNA-binding TFs,3,1,Ank,,
Q96A08,Histones,1,1,Histone,,
O14901,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
O15062,Housekeeping DNA-binding TFs,1,1,BTB,Dimerization/oligomerization,Dimerization/oligomerization
Q8TEY5,Housekeeping DNA-binding TFs,1,1,bZIP_1,,
O15162,Housekeeping DNA-binding TFs,1,1,Scramblase,,
Q8TBC5,Housekeeping DNA-binding TFs,1,1,SCAN,,
O15370,Housekeeping DNA-binding TFs,1,1,HMG_box,DNA binding,DNA binding
O15525,Housekeeping DNA-binding TFs,1,1,bZIP_Maf,,
Q8NFU3,Housekeeping DNA-binding TFs,1,1,Rhodanese,,
Q96IU2,Housekeeping DNA-binding TFs,1,1,zf-BED,,
Q93079,Histones,1,1,Histone,,
Q99732,Housekeeping DNA-binding TFs,1,1,zf-LITAF-like,,
Q96S65,Housekeeping DNA-binding TFs,1,1,CSRNP_N,,
P84243,Histones,1,1,Histone,,
Q02539,Histones,1,1,Linker_histone,,
Q99612,Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q16695,Histones,1,1,Histone,,
Q99583,Housekeeping DNA-binding TFs,1,1,HLH,,
Q99081,Housekeeping DNA-binding TFs,1,1,HLH,,
Q16778,Histones,1,1,Histone,,
Q5QNW6,Histones,1,1,Histone,,
Q96RK0,Housekeeping DNA-binding TFs,1,1,HMG_box,DNA binding,DNA binding
Q92522,Histones,1,1,Linker_histone,,
Q5TEC6,Histones,1,1,Histone,,
Q96QR8,Housekeeping DNA-binding TFs,1,1,PurA,,
Q6NXT2,Histones,1,1,Histone,,
Q71DI3,Histones,1,1,Histone,,
Q7Z2G1,Histones,1,1,Histone,,
Q96MX3,Housekeeping DNA-binding TFs,12,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q8IZA3,Histones,1,1,Linker_histone,,
Q8N257,Histones,1,1,Histone,,
Q99865,Histone PTM readers,3,1,Spin-Ssty,,
Q96N64,Histone PTM readers,1,1,PWWP,"Histone methylation, reader","Histone methylation, reader"
Q9BXK1,Non-Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q86XF7,Non-Housekeeping DNA-binding TFs,6,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q02363,Euchromatin-associated,1,1,HLH,,
Q14684,Euchromatin-associated,1,1,Nop52,,
Q8IUM7,Non-Housekeeping DNA-binding TFs,1,1,PAS_3,,
Q8IUE1,Non-Housekeeping DNA-binding TFs,1,1,Homeobox_KN,,
Q8IUE0,Non-Housekeeping DNA-binding TFs,1,1,Homeobox_KN,,
Q8HWS3,Non-Housekeeping DNA-binding TFs,1,1,RFX_DNA_binding,,
Q86YH2,Non-Housekeeping DNA-binding TFs,1,1,DUF4195,,
Q659A1,Euchromatin-associated,1,1,NARG2_C,,
Q9GZS3,Euchromatin-associated,7,1,WD40,Histone binding;Histone binding;Histone binding;Histone binding;Histone binding;Histone binding;Histone binding,Histone binding
Q8IXZ3,Non-Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q9GZV1,Euchromatin-associated,2,1,Ank_2,,
Q7Z6R9,Non-Housekeeping DNA-binding TFs,1,1,TF_AP-2,,
Q7Z3I7,Non-Housekeeping DNA-binding TFs,12,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q7Z3H4,Non-Housekeeping DNA-binding TFs,1,1,SAM_1,,
Q7RTU7,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q7RTU5,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q7RTU4,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q7RTU3,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q9Y6X3,DNA-acting enzymes,1,1,Cohesin_load,,
Q8IYA7,Non-Housekeeping DNA-binding TFs,1,1,Homeobox_KN,,
Q7RTU0,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q8N8L2,Non-Housekeeping DNA-binding TFs,6,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q99638,DNA-acting enzymes,1,1,Rad9,,
Q8NBF1,Non-Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q9BQP7,DNA-acting enzymes,1,1,PDDEXK_1,,
Q9BVC3,DNA-acting enzymes,1,1,Dcc1,,
Q9H790,DNA-acting enzymes,2,1,Exo5,,
Q9H816,DNA-acting enzymes,1,1,DRMBL,,
Q9HCU8,DNA-acting enzymes,1,1,DNA_pol_delta_4,,
Q9NR33,DNA-acting enzymes,1,1,CBFD_NFYB_HMF,,
Q9NUW8,DNA-acting enzymes,1,1,Tyr-DNA_phospho,,
Q9Y3B8,DNA-acting enzymes,1,1,RNase_T,,
Q8N7R0,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
Q9NVH0,DNA-acting enzymes,1,1,DNA_pol_A_exo1,,
Q8N693,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
Q8N5J4,Non-Housekeeping DNA-binding TFs,1,1,Ets,,
Q9UHN1,DNA-acting enzymes,1,1,HGTP_anticodon,,
Q05195,Housekeeping DNA-binding TFs,1,1,HLH,,
Q8N1L9,Non-Housekeeping DNA-binding TFs,1,1,bZIP_1,,
Q8N100,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q7RTU1,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q7RTS3,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q8ND82,Non-Housekeeping DNA-binding TFs,1,1,DUF4195,,
Q5VV16,Non-Housekeeping DNA-binding TFs,1,1,Forkhead,,
P35269,General TFs,1,1,TFIIF_alpha,,
Q6ISB3,Non-Housekeeping DNA-binding TFs,1,1,CP2,,
P50613,General TFs,1,1,Pkinase,"Histone phosphorylation, writer","Histone phosphorylation, writer"
Q6BEB4,Non-Housekeeping DNA-binding TFs,3,1,zf-C2H2,DNA binding;DNA binding;DNA binding,DNA binding
Q68CJ9,Non-Housekeeping DNA-binding TFs,1,1,bZIP_1,,
Q5XKR4,Non-Housekeeping DNA-binding TFs,1,1,Homeodomain,DNA binding,DNA binding
P52655,General TFs,2,1,TFIIA,,
Q5VYV0,Non-Housekeeping DNA-binding TFs,1,1,Forkhead,,
Q5VTD9,Non-Housekeeping DNA-binding TFs,6,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q6NX45,Non-Housekeeping DNA-binding TFs,11,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
Q5TGS1,Non-Housekeeping DNA-binding TFs,1,1,HLH,,
Q5TEC3,Non-Housekeeping DNA-binding TFs,11,1,zf-C2H2,DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding;DNA binding,DNA binding
P62380,General TFs,2,1,TBP,,
